# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	29229	32954	-					rpoB		magsep_266	3726		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	29229	32954	-	PIM94933.1			DNA-directed RNA polymerase subunit beta	rpoB		magsep_266	3726	1241	
gene	tRNA	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	33012	33084	-					tRNA-Gly		magsep_267	73		
tRNA		GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	33012	33084	-				tRNA-Gly	tRNA-Gly		magsep_267	73		
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	43839	44411	-					cycM		magsep_268	573		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	43839	44411	-	PIM94934.1			Cytochrome c	cycM		magsep_268	573	190	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	47012	50593	-					metH		magsep_269	3582		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	47012	50593	-	PIM94935.1			Methionine synthase	metH		magsep_269	3582	1193	
gene	rRNA	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	54222	56922	-							magsep_272	2701		
rRNA		GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	54222	56922	-				23S ribosomal RNA			magsep_272	2701		
gene	rRNA	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	57084	58594	-							magsep_271	1511		
rRNA		GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	57084	58594	-				16S ribosomal RNA			magsep_271	1511		
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	68957	70141	-					metC		magsep_273	1185		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	68957	70141	-	PIM94936.1			cystathionine beta-lyase	metC		magsep_273	1185	394	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	74314	74718	-					ribH		magsep_274	405		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	74314	74718	-	PIM94937.1			6,7-dimethyl-8-ribityllumazine synthase	ribH		magsep_274	405	134	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	78215	78475	-					infA		magsep_275	261		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	78215	78475	-	PIM94938.1			Translation initiation factor IF-1	infA		magsep_275	261	86	
gene	rRNA	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	86919	89619	-							magsep_277	2701		
rRNA		GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	86919	89619	-				23S ribosomal RNA			magsep_277	2701		
gene	rRNA	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	89781	91291	-							magsep_276	1511		
rRNA		GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000093.1	89781	91291	-				16S ribosomal RNA			magsep_276	1511		
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000066.1	4147	5445	-					hisD		magsep_242	1299		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000066.1	4147	5445	-	PIM95006.1			Histidinol dehydrogenase	hisD		magsep_242	1299	432	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000066.1	11196	11333	-					rplX		magsep_243	138		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000066.1	11196	11333	-	PIM95007.1			50S ribosomal protein L24	rplX		magsep_243	138	45	
gene	rRNA	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000068.1	1672	3221	+							magsep_244	1550		
rRNA		GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000068.1	1672	3221	+				16S ribosomal RNA			magsep_244	1550		
gene	rRNA	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000068.1	3327	6009	+							magsep_245	2683		
rRNA		GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000068.1	3327	6009	+				23S ribosomal RNA			magsep_245	2683		
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000068.1	8621	8995	+					greA		magsep_246	375		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000068.1	8621	8995	+	PIM94991.1			Transcription elongation factor GreA	greA		magsep_246	375	124	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000068.1	10473	11369	+					ribD		magsep_247	897		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000068.1	10473	11369	+	PIM94992.1			Riboflavin biosynthesis protein RibD	ribD		magsep_247	897	298	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000068.1	11754	12926	+					trmE		magsep_248	1173		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000068.1	11754	12926	+	PIM94993.1			tRNA modification GTPase MnmE	trmE		magsep_248	1173	390	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000069.1	56	850	+					etfA		magsep_249	795		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000069.1	56	850	+	PIM94984.1			Electron transfer flavoprotein large subunit	etfA		magsep_249	795	264	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000074.1	101	1318	-					metC		magsep_251	1218		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000074.1	101	1318	-	PIM94969.1			cystathionine beta-lyase	metC		magsep_251	1218	405	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000076.1	1973	5617	-					rpoB		magsep_252	3645		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000076.1	1973	5617	-	PIM94965.1			DNA-directed RNA polymerase subunit beta	rpoB		magsep_252	3645	1214	
gene	tRNA	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000077.1	1097	1170	+					tRNA-Val		magsep_253	74		
tRNA		GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000077.1	1097	1170	+				tRNA-Val	tRNA-Val		magsep_253	74		
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000079.1	1757	3259	+					cysI		magsep_254	1503		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000079.1	1757	3259	+	PIM94962.1			Sulfite reductase [NADPH] hemoprotein beta-component	cysI		magsep_254	1503	500	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000079.1	4593	5618	+					cysK		magsep_255	1026		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000079.1	4593	5618	+	PIM94963.1			Cysteine synthase	cysK		magsep_255	1026	341	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000083.1	591	938	-					def		magsep_256	348		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000083.1	591	938	-	PIM94949.1			Peptide deformylase	def		magsep_256	348	115	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000087.1	318	779	-					clpP		magsep_257	462		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000087.1	318	779	-	PIM94947.1			ATP-dependent Clp protease proteolytic subunit precursor	clpP		magsep_257	462	153	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000088.1	273	764	-					rpsR		magsep_258	492		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000088.1	273	764	-	PIM94946.1			30S ribosomal protein S18	rpsR		magsep_258	492	163	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000090.1	222	1756	+					ctaD		magsep_259	1535		partial
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000090.1	222	1756	+	PIM94943.1			cytochrome c oxidase subunit 1	ctaD		magsep_259	1535	512	partial
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000092.1	643	1715	+					sufS		magsep_260	1073		partial
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000092.1	643	1715	+	PIM94940.1			Cysteine desulfurase	sufS		magsep_260	1073	357	partial
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000104.1	6252	6470	-							magsep_284	219		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000104.1	6252	6470	-	PIM94904.1			hypothetical protein			magsep_284	219	72	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000104.1	14163	14909	-					glyQ		magsep_285	747		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000104.1	14163	14909	-	PIM94905.1			Glycine--tRNA ligase alpha subunit	glyQ		magsep_285	747	248	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000104.1	16769	17740	+					trpS		magsep_286	972		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000104.1	16769	17740	+	PIM94906.1			Tryptophan--tRNA ligase	trpS		magsep_286	972	323	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000104.1	25626	26555	-					cobD		magsep_287	930		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000104.1	25626	26555	-	PIM94907.1			cobalamin biosynthesis protein	cobD		magsep_287	930	309	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000104.1	47171	47530	-					cobP		magsep_288	360		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000104.1	47171	47530	-	PIM94908.1			Adenosylcobinamide kinase	cobP		magsep_288	360	119	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000104.1	51131	51886	-					cobM		magsep_289	756		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000104.1	51131	51886	-	PIM94909.1			Cobalt-precorrin-4 C(11)-methyltransferase	cobM		magsep_289	756	251	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000104.1	59096	60526	-					infB		magsep_290	1431		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000104.1	59096	60526	-	PIM94910.1			Translation initiation factor IF-2	infB		magsep_290	1431	476	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000095.1	146	679	+					cysH		magsep_278	534		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000095.1	146	679	+	PIM94925.1			Phosphoadenosine phosphosulfate reductase	cysH		magsep_278	534	177	
gene	tRNA	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000095.1	692	765	-					tRNA-Gln		magsep_279	74		
tRNA		GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000095.1	692	765	-				tRNA-Gln	tRNA-Gln		magsep_279	74		
gene	tRNA	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000095.1	769	840	-					tRNA-Ile		magsep_280	72		
tRNA		GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000095.1	769	840	-				tRNA-Ile	tRNA-Ile		magsep_280	72		
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000096.1	52	702	-					xxxJ		magsep_281	651		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000096.1	52	702	-	PIM94923.1			Alpha/beta hydrolase	xxxJ		magsep_281	651	216	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000102.1	5956	6219	-					hisI		magsep_282	264		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000102.1	5956	6219	-	PIM94913.1			Phosphoribosyl-AMP cyclohydrolase	hisI		magsep_282	264	87	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000102.1	7578	8918	+					gltX		magsep_283	1341		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000102.1	7578	8918	+	PIM94914.1			Glutamate--tRNA ligase	gltX		magsep_283	1341	446	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000108.1	352	819	+					rplC		magsep_291	468		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000108.1	352	819	+	PIM94884.1			50S ribosomal subunit protein L3	rplC		magsep_291	468	155	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000126.1	3154	3933	+					cbiX		magsep_292	780		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000126.1	3154	3933	+	PIM94846.1			Sirohydrochlorin cobaltochelatase	cbiX		magsep_292	780	259	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000132.1	86	718	-					tilS		magsep_293	633		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000132.1	86	718	-	PIM94840.1			tRNA(Ile)-lysidine synthetase	tilS		magsep_293	633	210	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000132.1	1185	2111	-							magsep_294	927		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000132.1	1185	2111	-	PIM94841.1			hypothetical protein			magsep_294	927	308	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000132.1	2121	3623	-					mnmG		magsep_295	1503		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000132.1	2121	3623	-	PIM94842.1			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	mnmG		magsep_295	1503	500	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000136.1	56	850	+					etfA		magsep_296	795		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000136.1	56	850	+	PIM94837.1			Electron transfer flavoprotein large subunit	etfA		magsep_296	795	264	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000137.1	541	1893	+					glyA		magsep_297	1353		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000137.1	541	1893	+	PIM94836.1			Serine hydroxymethyltransferase	glyA		magsep_297	1353	450	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000140.1	1238	1477	+					rpsS		magsep_298	240		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000140.1	1238	1477	+	PIM94833.1			30S ribosomal protein S19	rpsS		magsep_298	240	79	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000140.1	1799	2422	+					rpsC		magsep_299	624		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000140.1	1799	2422	+	PIM94834.1			30S ribosomal protein S3	rpsC		magsep_299	624	207	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000140.1	3050	3412	+					rplN		magsep_300	363		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000140.1	3050	3412	+	PIM94835.1			50S ribosomal protein L14	rplN		magsep_300	363	120	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000143.1	582	2063	+					infB		magsep_301	1482		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000143.1	582	2063	+	PIM94828.1			Translation initiation factor IF-2	infB		magsep_301	1482	493	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000143.1	7267	8220	-					cobD		magsep_302	954		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000143.1	7267	8220	-	PIM94829.1			cobalamin biosynthesis protein	cobD		magsep_302	954	317	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000149.1	962	1522	-					cobB2		magsep_304	561		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000149.1	962	1522	-	PIM94822.1			Hydrogenobyrinate a,c-diamide synthase	cobB2		magsep_304	561	186	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000155.1	451	753	-					hisI		magsep_305	303		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000155.1	451	753	-	PIM94805.1			Phosphoribosyl-AMP cyclohydrolase	hisI		magsep_305	303	100	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000155.1	761	1312	-					folE		magsep_306	552		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000155.1	761	1312	-	PIM94806.1			GTP cyclohydrolase 1	folE		magsep_306	552	183	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000155.1	1329	2831	+					etfD		magsep_307	1503		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000155.1	1329	2831	+	PIM94807.1			Electron transfer flavoprotein-ubiquinone oxidoreductase	etfD		magsep_307	1503	500	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000158.1	2227	2691	-					rpsG		magsep_308	465		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000158.1	2227	2691	-	PIM94795.1			30S ribosomal protein S7	rpsG		magsep_308	465	154	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000160.1	638	1210	+					etfB		magsep_310	573		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000160.1	638	1210	+	PIM94792.1			Electron transfer flavoprotein small subunit	etfB		magsep_310	573	190	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000161.1	6953	7883	+					hisD		magsep_311	931		partial
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000161.1	6953	7883	+	PIM94785.1			Histidinol dehydrogenase	hisD		magsep_311	931	310	partial
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000163.1	442	1356	-					tufA		magsep_312	915		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000163.1	442	1356	-	PIM94781.1			Elongation factor Tu	tufA		magsep_312	915	304	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000163.1	1619	3667	-					fusA		magsep_313	2049		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000163.1	1619	3667	-	PIM94782.1			Elongation factor G	fusA		magsep_313	2049	682	
gene	protein_coding	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000163.1	3661	4125	-					rpsG		magsep_314	465		
CDS	with_protein	GCA_002774935.1	Primary Assembly	unplaced scaffold		NXGN01000163.1	3661	4125	-	PIM94783.1			30S ribosomal protein S7	rpsG		magsep_314	465	154	
# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	rRNA	GCA_002762285.1	Primary Assembly	chromosome	variant1	CM008610.1	1409	4120	-							magtcs_2	2712		
rRNA		GCA_002762285.1	Primary Assembly	chromosome	variant1	CM008610.1	1409	4120	-				23S ribosomal RNA			magtcs_2	2712		
gene	rRNA	GCA_002762285.1	Primary Assembly	chromosome	variant1	CM008610.1	4589	6139	-							magtcs_1	1551		
rRNA		GCA_002762285.1	Primary Assembly	chromosome	variant1	CM008610.1	4589	6139	-				16S ribosomal RNA			magtcs_1	1551		
gene	protein_coding	GCA_002762285.1	Primary Assembly	chromosome	variant1	CM008610.1	22981	24015	+					cobL		magtcs_3	1035		
CDS	with_protein	GCA_002762285.1	Primary Assembly	chromosome	variant1	CM008610.1	22981	24015	+	PIM96946.1			Precorrin-6Y C5,15-methyltransferase	cobL		magtcs_3	1035	344	
